Torneo;Fase y Grupo;Fecha;Estadio/Ciudad;Local;Goles L;Visita;Goles V;Observaciones;Resultado
Italia 1990;Primera, Grupo C;16 de junio de 1990;Luigi Ferraris, GÇnova;Suecia;1;Escocia;2;PT 0 a 1.;Visita
Italia 1990;Primera, Grupo F;16 de junio de 1990;Sant'Elia, Cagliari;Inglaterra;0;Pa°ses Bajos;0;PT 0 a 0.;Empate
Italia 1990;Primera, Grupo E;17 de junio de 1990;Friuli, Udine;Corea del Sur;1;Espa§a;3;PT 1 a 1.;Visita
Italia 1990;Primera, Grupo E;17 de junio de 1990;Marco Antonio Bentegodi, Verona;BÇlgica;3;Uruguay;1;PT 2 a 0.;Local
Italia 1990;Primera, Grupo F;17 de junio de 1990;Della Favorita, Palermo;Irlanda;0;Egipto;0;PT 0 a 0.;Empate
Italia 1990;Primera, Grupo B;18 de junio de 1990;Sant Nicola, Bari;Camer£n;0;Uni¢n SoviÇtica;4;PT 0 a 2.;Visita
Italia 1990;Primera, Grupo B;18 de junio de 1990;San Paolo, N†poles;Argentina;1;Rumania;1;PT 0 a 0.;Empate
Italia 1990;Primera, Grupo A;19 de junio de 1990;Comunale, Florencia;Austria;2;Estados Unidos;1;PT 0 a 0.;Local
Italia 1990;Primera, Grupo A;19 de junio de 1990;Ol°mipico, Roma;Italia;2;Checoslovaquia;0;PT 1 a 0.;Local
Italia 1990;Primera, Grupo D;19 de junio de 1990;Giuseppe Meazza, Mil†n;Alemania Occidental;1;Colombia;1;PT 0 a 0.;Empate
Italia 1990;Primera, Grupo D;19 de junio de 1990;Renato Dall'Ara, Bologna;Yugoslavia;4;Emiratos µrabes Unidos;1;PT 2 a 1.;Local
Italia 1990;Primera, Grupo C;20 de junio de 1990;Delle Alpi, Tur°n;Brasil;1;Escocia;0;PT 0 a 0.;Local
Italia 1990;Primera, Grupo C;20 de junio de 1990;Luigi Ferraris, GÇnova;Suecia;1;Costa Rica;2;PT 1 a 0.;Visita
Italia 1990;Primera, Grupo E;21 de junio de 1990;Friuli, Udine;Corea del Sur;0;Uruguay;1;PT 0 a 0.;Visita
Italia 1990;Primera, Grupo E;21 de junio de 1990;Marco Antonio Bentegodi, Verona;BÇlgica;1;Espa§a;2;PT 1 a 2.;Visita
Italia 1990;Primera, Grupo F;21 de junio de 1990;Sant'Elia, Cagliari;Inglaterra;1;Egipto;0;PT 0 a 0.;Local
Italia 1990;Primera, Grupo F;21 de junio de 1990;Della Favorita, Palermo;Irlanda;1;Pa°ses Bajos;1;PT 0 a 1.;Empate
Italia 1990;Octavos de Final, partido 1;23 de junio de 1990;San Paolo, N†poles;Camer£n;2;Colombia;1;PT 0 a 0, ST 0 a 0. Suplementario.;Local
Italia 1990;Octavos de Final, partido 2;23 de junio de 1990;Sant Nicola, Bari;Checoslovaquia;4;Costa Rica;1;PT 1 a 0.;Local
Italia 1990;Octavos de Final, partido 3;24 de junio de 1990;Delle Alpi, Tur°n;Brasil;0;Argentina;1;PT 0 a 0.;Visita
Italia 1990;Octavos de Final, partido 4;24 de junio de 1990;Giuseppe Meazza, Mil†n;Alemania Occidental;2;Pa°ses Bajos;1;PT 0 a 0.;Local
Italia 1990;Octavos de Final, partido 5;25 de junio de 1990;Luigi Ferraris, GÇnova;Irlanda;5;Rumania;4;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (5 a 4).;Local
Italia 1990;Octavos de Final, partido 6;25 de junio de 1990;Ol°mipico, Roma;Italia;2;Uruguay;0;PT 0 a 0.;Local
Italia 1990;Octavos de Final, partido 7;26 de junio de 1990;Marco Antonio Bentegodi, Verona;Espa§a;1;Yugoslavia;2;PT 0 a 0, ST 1 a 1. Suplementario.;Visita
Italia 1990;Octavos de Final, partido 8;26 de junio de 1990;Renato Dall'Ara, Bologna;Inglaterra;1;BÇlgica;0;PT 0 a 0, ST 0 a 0. Suplementario.;Local
Italia 1990;Cuartos de Final, partido 1;30 de junio de 1990;Comunale, Florencia;Yugoslavia;2;Argentina;3;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (2 a 3);Visita
Italia 1990;Cuartos de Final, partido 2;30 de junio de 1990;Ol°mipico, Roma;Italia;1;Irlanda;0;PT 1 a 0.;Local
Italia 1990;Cuartos de Final, partido 3;1 de julio de 1990;Giuseppe Meazza, Mil†n;Alemania Occidental;1;Checoslovaquia;0;PT 1 a 0.;Local
Italia 1990;Cuartos de Final, partido 4;1 de julio de 1990;San Paolo, N†poles;Inglaterra;3;Camer£n;2;PT 1 a 0, ST 2 a 2. Suplementario.;Local
Italia 1990;Semifinal 1;3 de julio de 1990;San Paolo, N†poles;Italia;4;Argentina;5;PT 1 a 0, ST 1 a 1, Suplementario 1 a 1. Penales (3 a 4).;Visita
Italia 1990;Semifinal 2;4 de julio de 1990;Delle Alpi, Tur°n;Alemania Occidental;5;Inglaterra;4;PT 0 a 0, ST 1 a 1, Suplementario 1 a 1. Penales (4 a 3).;Local
Italia 1990;Tercer y Cuarto Puesto;7 de julio de 1990;Sant Nicola, Bari;Italia;2;Inglaterra;1;PT 0 a 0.;Local
Italia 1990;Final;8 de julio de 1990;Ol°mipico, Roma;Alemania Occidental;1;Argentina;0;PT 0 a 0.;Local
Estados Unidos 1994;Primera, Grupo C;17 de junio de 1994;Soldier Field, Chicago;Alemania;1;Bolivia;0;PT 0 a 0.;Local
Estados Unidos 1994;Primera, Grupo C;17 de junio de 1994;Cotton Bowl, Dallas;Espa§a;2;Corea del Sur;2;PT 0 a 0.;Empate
Estados Unidos 1994;Primera, Grupo A;18 de junio de 1994;Pontiac Silverdome, Detroit;Estados Unidos;1;Suiza;1;PT 1 a 1.;Empate
Estados Unidos 1994;Primera, Grupo A;18 de junio de 1994;Rose Bowl, Los µngeles;Colombia;1;Rumania;3;PT 1 a 2.;Visita
Estados Unidos 1994;Primera, Grupo E;18 de junio de 1994;Giants Stadium, Nueva York/Nueva Jersey;Italia;0;Irlanda;1;PT 0 a 1.;Visita
Estados Unidos 1994;Primera, Grupo B;19 de junio de 1994;Rose Bowl, Los µngeles;Camer£n;2;Suecia;2;PT 1 a 1.;Empate
Estados Unidos 1994;Primera, Grupo E;19 de junio de 1994;RFK Stadium, Washington DC;Noruega;1;MÇxico;0;PT 0 a 0.;Local
Estados Unidos 1994;Primera, Grupo F;19 de junio de 1994;Citrus Bowl, Orlando;BÇlgica;1;Marruecos;0;PT 1 a 0.;Local
Estados Unidos 1994;Primera, Grupo B;20 de junio de 1994;Stanford Stadium, San Francisco;Brasil;2;Rusia;0;PT 1 a 0.;Local
Estados Unidos 1994;Primera, Grupo F;20 de junio de 1994;RFK Stadium, Washington DC;Pa°ses Bajos;2;Arabia Saudita;1;PT 0 a 1.;Local
Estados Unidos 1994;Primera, Grupo C;21 de junio de 1994;Soldier Field, Chicago;Alemania;1;Espa§a;1;PT 0 a 1.;Empate
Estados Unidos 1994;Primera, Grupo D;21 de junio de 1994;Foxboro Stadium, Boston;Argentina;4;Grecia;0;PT 2 a 0.;Local
Estados Unidos 1994;Primera, Grupo D;21 de junio de 1994;Cotton Bowl, Dallas;Nigeria;3;Bulgaria;0;PT 2 a 0.;Local
Estados Unidos 1994;Primera, Grupo A;22 de junio de 1994;Pontiac Silverdome, Detroit;Rumania;1;Suiza;4;PT 1 a 1.;Visita
Estados Unidos 1994;Primera, Grupo A;22 de junio de 1994;Rose Bowl, Los µngeles;Estados Unidos;2;Colombia;1;PT 1 a 0.;Local
Estados Unidos 1994;Primera, Grupo C;23 de junio de 1994;Foxboro Stadium, Boston;Corea del Sur;0;Bolivia;0;PT 0 a 0.;Empate
Estados Unidos 1994;Primera, Grupo E;23 de junio de 1994;Giants Stadium, Nueva York/Nueva Jersey;Italia;1;Noruega;0;PT 0 a 0.;Local
Estados Unidos 1994;Primera, Grupo B;24 de junio de 1994;Stanford Stadium, San Francisco;Brasil;3;Camer£n;0;PT 1 a 0.;Local
Estados Unidos 1994;Primera, Grupo B;24 de junio de 1994;Pontiac Silverdome, Detroit;Suecia;3;Rusia;1;PT 1 a 1.;Local
Estados Unidos 1994;Primera, Grupo E;24 de junio de 1994;Citrus Bowl, Orlando;MÇxico;2;Irlanda;1;PT 1 a 0.;Local
Estados Unidos 1994;Primera, Grupo D;25 de junio de 1994;Foxboro Stadium, Boston;Argentina;2;Nigeria;1;PT 2 a 1.;Local
Estados Unidos 1994;Primera, Grupo F;25 de junio de 1994;Giants Stadium, Nueva York/Nueva Jersey;Arabia Saudita;2;Marruecos;1;PT 2 a 1.;Local
Estados Unidos 1994;Primera, Grupo F;25 de junio de 1994;Citrus Bowl, Orlando;BÇlgica;1;Pa°ses Bajos;0;PT 0 a 0.;Local
Estados Unidos 1994;Primera, Grupo A;26 de junio de 1994;Stanford Stadium, San Francisco;Suiza;0;Colombia;2;PT 0 a 1.;Visita
Estados Unidos 1994;Primera, Grupo A;26 de junio de 1994;Rose Bowl, Los µngeles;Estados Unidos;0;Rumania;1;PT 0 a 1.;Visita
Estados Unidos 1994;Primera, Grupo D;26 de junio de 1994;Soldier Field, Chicago;Bulgaria;4;Grecia;0;PT 1 a 0.;Local
Estados Unidos 1994;Primera, Grupo C;27 de junio de 1994;Soldier Field, Chicago;Bolivia;1;Espa§a;3;PT 0 a 1.;Visita
Estados Unidos 1994;Primera, Grupo C;27 de junio de 1994;Cotton Bowl, Dallas;Alemania;3;Corea del Sur;2;PT 3 a 0.;Local
Estados Unidos 1994;Primera, Grupo B;28 de junio de 1994;Stanford Stadium, San Francisco;Rusia;6;Camer£n;1;PT 3 a 0.;Local
Estados Unidos 1994;Primera, Grupo B;28 de junio de 1994;Pontiac Silverdome, Detroit;Brasil;1;Suecia;1;PT 0 a 1.;Empate
Estados Unidos 1994;Primera, Grupo E;28 de junio de 1994;RFK Stadium, Washington DC;Italia;1;MÇxico;1;PT 0 a 0.;Empate
Estados Unidos 1994;Primera, Grupo E;28 de junio de 1994;Giants Stadium, Nueva York/Nueva Jersey;Irlanda;0;Noruega;0;PT 0 a 0.;Empate
Estados Unidos 1994;Primera, Grupo F;29 de junio de 1994;RFK Stadium, Washington DC;BÇlgica;0;Arabia Saudita;1;PT 0 a 1.;Visita
Estados Unidos 1994;Primera, Grupo F;29 de junio de 1994;Citrus Bowl, Orlando;Marruecos;1;Pa°ses Bajos;2;PT 0 a 1.;Visita
Estados Unidos 1994;Primera, Grupo D;30 de junio de 1994;Cotton Bowl, Dallas;Argentina;0;Bulgaria;2;PT 0 a 0.;Visita
Estados Unidos 1994;Primera, Grupo D;30 de junio de 1994;Foxboro Stadium, Boston;Grecia;0;Nigeria;2;PT 0 a 1.;Visita
Estados Unidos 1994;Octavos de Final, partido 1;2 de julio de 1994;Soldier Field, Chicago;Alemania;3;BÇlgica;2;PT 3 a 1.;Local
Estados Unidos 1994;Octavos de Final, partido 2;2 de julio de 1994;RFK Stadium, Washington DC;Espa§a;3;Suiza;0;PT 1 a 0.;Local
Estados Unidos 1994;Octavos de Final, partido 3;3 de julio de 1994;Cotton Bowl, Dallas;Arabia Saudita;1;Suecia;3;PT 0 a 1.;Visita
Estados Unidos 1994;Octavos de Final, partido 4;3 de julio de 1994;Rose Bowl, Los µngeles;Rumania;3;Argentina;2;PT 2 a 1.;Local
Estados Unidos 1994;Octavos de Final, partido 5;4 de julio de 1994;Citrus Bowl, Orlando;Pa°ses Bajos;2;Irlanda;0;PT 2 a 0.;Local
Estados Unidos 1994;Octavos de Final, partido 6;4 de julio de 1994;Stanford Stadium, San Francisco;Brasil;1;Estados Unidos;0;PT 1 a 0.;Local
Estados Unidos 1994;Octavos de Final, partido 7;5 de julio de 1994;Foxboro Stadium, Boston;Nigeria;1;Italia;2;PT 1 a 0, ST 1 a 1. Suplementario.;Visita
Estados Unidos 1994;Octavos de Final, partido 8;5 de julio de 1994;Giants Stadium, Nueva York/Nueva Jersey;MÇxico;2;Bulgaria;4;PT 1 a 1, ST 1 a 1, Suplementario 1 a 1. Penales (1 a 3).;Visita
Estados Unidos 1994;Cuartos de Final, partido 1;9 de julio de 1994;Foxboro Stadium, Boston;Italia;2;Espa§a;1;PT 1 a 0.;Local
Estados Unidos 1994;Cuartos de Final, partido 2;9 de julio de 1994;Cotton Bowl, Dallas;Pa°ses Bajos;2;Brasil;3;PT 0 a 0.;Visita
Estados Unidos 1994;Cuartos de Final, partido 3;10 de julio de 1994;Giants Stadium, Nueva York/Nueva Jersey;Bulgaria;2;Alemania;1;PT 0 a 0.;Local
Estados Unidos 1994;Cuartos de Final, partido 4;10 de julio de 1994;Stanford Stadium, San Francisco;Rumania;6;Suecia;7;PT 0 a 0, ST 1 a 1, Suplementario 2 a 2. Penales (4 a 5).;Visita
Estados Unidos 1994;Semifinal 1;13 de julio de 1994;Giants Stadium, Nueva York/Nueva Jersey;Bulgaria;1;Italia;2;PT 1 a 2.;Visita
Estados Unidos 1994;Semifinal 2;13 de julio de 1994;Rose Bowl, Los µngeles;Suecia;0;Brasil;1;PT 0 a 0.;Visita
Estados Unidos 1994;Tercer y Cuarto Puesto;16 de julio de 1994;Rose Bowl, Los µngeles;Bulgaria;0;Suecia;4;PT 4 a 0.;Visita
Estados Unidos 1994;Final;17 de julio de 1994;Rose Bowl, Los µngeles;Brasil;3;Italia;2;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (3 a 2).;Local
Francia 1998;Primera, Grupo A;10 de junio de 1998;Stade de France, Saint Denis;Brasil;2;Escocia;1;PT 1 a 1.;Local
Francia 1998;Primera, Grupo A;10 de junio de 1998;La Mosson, Montpellier;Marruecos;2;Noruega;2;PT 1 a 1.;Empate
Francia 1998;Primera, Grupo B;11 de junio de 1998;Parc Lescure, Burdeos;Italia;2;Chile;2;PT 1 a 1.;Empate
Francia 1998;Primera, Grupo B;11 de junio de 1998;Municipal, Toulouse;Camer£n;1;Austria;1;PT 0 a 0.;Empate
Francia 1998;Primera, Grupo C;12 de junio de 1998;Felix Bollaert, Lens;Arabia Saudita;0;Dinamarca;1;PT 0 a 0.;Visita
Francia 1998;Primera, Grupo C;12 de junio de 1998;Velodrome, Marsella;Francia;3;Sud†frica;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo D;12 de junio de 1998;La Mosson, Montpellier;Paraguay;0;Bulgaria;0;PT 0 a 0.;Empate
Francia 1998;Primera, Grupo D;13 de junio de 1998;La Beaujoire, Nantes;Espa§a;2;Nigeria;3;PT 1 a 1.;Visita
Francia 1998;Primera, Grupo E;13 de junio de 1998;Gerland, Lyon;Corea del Sur;1;MÇxico;3;PT 1 a 0.;Visita
Francia 1998;Primera, Grupo E;13 de junio de 1998;Stade de France, Saint Denis;Pa°ses Bajos;0;BÇlgica;0;PT 0 a 0.;Empate
Francia 1998;Primera, Grupo F;14 de junio de 1998;Geoffroy-Guichard, Saint Ettiene;Yugoslavia;1;Ir†n;0;PT 0 a 0.;Local
Francia 1998;Primera, Grupo H;14 de junio de 1998;Municipal, Toulouse;Argentina;1;Jap¢n;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo H;14 de junio de 1998;Felix Bollaert, Lens;Jamaica;1;Croacia;3;PT 1 a 1.;Visita
Francia 1998;Primera, Grupo F;15 de junio de 1998;Parc des Princes, Par°s;Alemania;2;Estados Unidos;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo G;15 de junio de 1998;Velodrome, Marsella;Inglaterra;2;T£nez;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo G;15 de junio de 1998;Gerland, Lyon;Rumania;1;Colombia;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo A;16 de junio de 1998;Parc Lescure, Burdeos;Escocia;1;Noruega;1;PT 0 a 0.;Empate
Francia 1998;Primera, Grupo A;16 de junio de 1998;La Beaujoire, Nantes;Brasil;3;Marruecos;0;PT 2 a 0.;Local
Francia 1998;Primera, Grupo B;17 de junio de 1998;Geoffroy-Guichard, Saint Ettiene;Chile;1;Austria;1;PT 0 a 0.;Empate
Francia 1998;Primera, Grupo B;17 de junio de 1998;La Mosson, Montpellier;Italia;3;Camer£n;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo C;18 de junio de 1998;Municipal, Toulouse;Sud†frica;1;Dinamarca;1;PT 0 a 1.;Empate
Francia 1998;Primera, Grupo C;18 de junio de 1998;Stade de France, Saint Denis;Francia;4;Arabia Saudita;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo D;19 de junio de 1998;Parc des Princes, Par°s;Nigeria;1;Bulgaria;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo D;19 de junio de 1998;Geoffroy-Guichard, Saint Ettiene;Espa§a;0;Paraguay;0;PT 0 a 0.;Empate
Francia 1998;Primera, Grupo E;20 de junio de 1998;Parc Lescure, Burdeos;BÇlgica;2;MÇxico;2;PT 1 a 0.;Empate
Francia 1998;Primera, Grupo E;20 de junio de 1998;Velodrome, Marsella;Pa°ses Bajos;5;Corea del Sur;0;PT 2 a 0.;Local
Francia 1998;Primera, Grupo H;20 de junio de 1998;La Beaujoire, Nantes;Jap¢n;0;Croacia;1;PT 0 a 0.;Visita
Francia 1998;Primera, Grupo F;21 de junio de 1998;Felix Bollaert, Lens;Alemania;2;Yugoslavia;2;PT 0 a 1.;Empate
Francia 1998;Primera, Grupo F;21 de junio de 1998;Gerland, Lyon;Estados Unidos;1;Ir†n;2;PT 0 a 1.;Visita
Francia 1998;Primera, Grupo H;21 de junio de 1998;Parc des Princes, Par°s;Argentina;5;Jamaica;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo G;22 de junio de 1998;La Mosson, Montpellier;Colombia;1;T£nez;0;PT 0 a 0.;Local
Francia 1998;Primera, Grupo G;22 de junio de 1998;Municipal, Toulouse;Rumania;2;Inglaterra;1;PT 0 a 0.;Local
Francia 1998;Primera, Grupo A;23 de junio de 1998;Velodrome, Marsella;Brasil;1;Noruega;2;PT 0 a 0.;Visita
Francia 1998;Primera, Grupo A;23 de junio de 1998;Geoffroy-Guichard, Saint Ettiene;Escocia;0;Marruecos;3;PT 0 a 1.;Visita
Francia 1998;Primera, Grupo B;23 de junio de 1998;Stade de France, Saint Denis;Italia;2;Austria;1;PT 0 a 0.;Local
Francia 1998;Primera, Grupo B;23 de junio de 1998;La Beaujoire, Nantes;Chile;1;Camer£n;1;PT 1 a 0.;Empate
Francia 1998;Primera, Grupo C;24 de junio de 1998;Gerland, Lyon;Francia;2;Dinamarca;1;PT 1 a 1.;Local
Francia 1998;Primera, Grupo C;24 de junio de 1998;Parc Lescure, Burdeos;Sud†frica;2;Arabia Saudita;2;PT 1 a 1.;Empate
Francia 1998;Primera, Grupo D;24 de junio de 1998;Municipal, Toulouse;Nigeria;1;Paraguay;3;PT 1 a 1.;Visita
Francia 1998;Primera, Grupo D;24 de junio de 1998;Felix Bollaert, Lens;Espa§a;6;Bulgaria;1;PT 2 a 0.;Local
Francia 1998;Primera, Grupo E;25 de junio de 1998;Geoffroy-Guichard, Saint Ettiene;Pa°ses Bajos;2;MÇxico;2;PT 2 a 0.;Empate
Francia 1998;Primera, Grupo E;25 de junio de 1998;Parc des Princes, Par°s;BÇlgica;1;Corea del Sur;1;PT 1 a 0.;Empate
Francia 1998;Primera, Grupo F;25 de junio de 1998;La Beaujoire, Nantes;Estados Unidos;0;Yugoslavia;1;PT 0 a 1.;Visita
Francia 1998;Primera, Grupo F;25 de junio de 1998;La Mosson, Montpellier;Alemania;2;Ir†n;0;PT 0 a 0.;Local
Francia 1998;Primera, Grupo G;26 de junio de 1998;Felix Bollaert, Lens;Colombia;0;Inglaterra;2;PT 0 a 2.;Visita
Francia 1998;Primera, Grupo G;26 de junio de 1998;Stade de France, Saint Denis;Rumania;1;T£nez;1;PT 0 a 1.;Empate
Francia 1998;Primera, Grupo H;26 de junio de 1998;Parc Lescure, Burdeos;Argentina;1;Croacia;0;PT 1 a 0.;Local
Francia 1998;Primera, Grupo H;26 de junio de 1998;Gerland, Lyon;Jap¢n;1;Jamaica;2;PT 0 a 1.;Visita
Francia 1998;Octavos de Final, partido 1;27 de junio de 1998;Velodrome, Marsella;Italia;1;Noruega;0;PT 1 a 0.;Local
Francia 1998;Octavos de Final, partido 2;27 de junio de 1998;Parc des Princes, Par°s;Brasil;4;Chile;1;PT 3 a 0.;Local
Francia 1998;Octavos de Final, partido 3;28 de junio de 1998;Felix Bollaert, Lens;Francia;1;Paraguay;0;PT 0 a 0, ST 0 a 0. Suplementario.;Local
Francia 1998;Octavos de Final, partido 4;28 de junio de 1998;Stade de France, Saint Denis;Nigeria;1;Dinamarca;4;PT 0 a 2.;Visita
Francia 1998;Octavos de Final, partido 5;29 de junio de 1998;La Mosson, Montpellier;Alemania;2;MÇxico;1;PT 0 a 0.;Local
Francia 1998;Octavos de Final, partido 6;29 de junio de 1998;Municipal, Toulouse;Pa°ses Bajos;2;Yugoslavia;1;PT 1 a 0.;Local
Francia 1998;Octavos de Final, partido 7;30 de junio de 1998;Parc Lescure, Burdeos;Rumania;0;Croacia;1;PT 0 a 1.;Visita
Francia 1998;Octavos de Final, partido 8;30 de junio de 1998;Geoffroy-Guichard, Saint Ettiene;Argentina;6;Inglaterra;5;PT 2 a 2, ST 2 a 2, Suplementario 2 a 2. Penales (4 a 3).;Local
Francia 1998;Cuartos de Final, partido 1;3 de julio de 1998;Stade de France, Saint Denis;Italia;3;Francia;4;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (3 a 4).;Visita
Francia 1998;Cuartos de Final, partido 2;3 de julio de 1998;La Beaujoire, Nantes;Brasil;3;Dinamarca;2;PT 2 a 1.;Local
Francia 1998;Cuartos de Final, partido 3;4 de julio de 1998;Velodrome, Marsella;Pa°ses Bajos;2;Argentina;1;PT 1 a 1.;Local
Francia 1998;Cuartos de Final, partido 4;4 de julio de 1998;Gerland, Lyon;Alemania;0;Croacia;3;PT 0 a 1.;Visita
Francia 1998;Semifinal 1;7 de julio de 1998;Velodrome, Marsella;Brasil;5;Pa°ses Bajos;3;PT 0 a 0, ST 1 a 1, Suplementario 1 a 1. Penales (4 a 2).;Local
Francia 1998;Semifinal 2;8 de julio de 1998;Stade de France, Saint Denis;Francia;2;Croacia;1;PT 0 a 0.;Local
Francia 1998;Tercer y Cuarto Puesto;11 de julio de 1998;Parc des Princes, Par°s;Pa°ses Bajos;1;Croacia;2;PT 1 a 2.;Visita
Francia 1998;Final;12 de julio de 1998;Stade de France, Saint Denis;Brasil;0;Francia;3;PT 0 a 2.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo A;31 de mayo de 2002;Se£l WC Stadium, Se£l;Francia;0;Senegal;1;PT 0 a 1.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo A;1 de junio de 2002;Munsu Football Stadium, Ulsan;Uruguay;1;Dinamarca;2;PT 0 a 1.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo E;1 de junio de 2002;Niigata Stadium Big Swan, Niigata;Irlanda;1;Camer£n;1;PT 0 a 1.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo E;1 de junio de 2002;Sapporo Dome, Sapporo;Alemania;8;Arabia Saudita;0;PT 4 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo B;2 de junio de 2002;Busan Asiad Main Stadium, Busan;Paraguay;2;Sud†frica;2;PT 1 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo B;2 de junio de 2002;Kwangju WC Stadium, Kwangju;Espa§a;3;Eslovenia;1;PT 1 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo F;2 de junio de 2002;Kashima Stadium, Ibaraki;Argentina;1;Nigeria;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo F;2 de junio de 2002;Saitama Stadium 2002, Saitama;Inglaterra;1;Suecia;1;PT 1 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo C;3 de junio de 2002;Munsu Football Stadium, Ulsan;Brasil;2;Turqu°a;1;PT 0 a 1.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo G;3 de junio de 2002;Niigata Stadium Big Swan, Niigata;Croacia;0;MÇxico;1;PT 0 a 0.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo G;3 de junio de 2002;Sapporo Dome, Sapporo;Italia;2;Ecuador;0;PT 2 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo C;4 de junio de 2002;Kwangju WC Stadium, Kwangju;China;0;Costa Rica;2;PT 0 a 0.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo D;4 de junio de 2002;Busan Asiad Main Stadium, Busan;Corea del Sur;2;Polonia;0;PT 1 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo H;4 de junio de 2002;Saitama Stadium 2002, Saitama;Jap¢n;2;BÇlgica;2;PT 0 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo D;5 de junio de 2002;Suwon WC Stadium, Suwon;Estados Unidos;3;Portugal;2;PT 3 a 1.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo E;5 de junio de 2002;Kashima Stadium, Ibaraki;Alemania;1;Irlanda;1;PT 1 a 0 .;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo H;5 de junio de 2002;Kobe Wing Stadium, Kobe;Rusia;2;T£nez;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo A;6 de junio de 2002;Taegu WC Stadium, Taegu;Dinamarca;1;Senegal;1;PT 1 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo A;6 de junio de 2002;Busan Asiad Main Stadium, Busan;Francia;0;Uruguay;0;PT 0 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo E;6 de junio de 2002;Saitama Stadium 2002, Saitama;Camer£n;1;Arabia Saudita;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo B;7 de junio de 2002;Jeonju WC Stadium, Jeonju;Espa§a;3;Paraguay;1;PT 0 a 1.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo B;7 de junio de 2002;Taegu WC Stadium, Taegu;Sud†frica;1;Eslovenia;0;PT 1 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo F;7 de junio de 2002;Kobe Wing Stadium, Kobe;Suecia;2;Nigeria;1;PT 1 a 1.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo F;7 de junio de 2002;Sapporo Dome, Sapporo;Argentina;0;Inglaterra;1;PT 0 a 1.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo C;8 de junio de 2002;Jeju WC Stadium, Seogwipo;Brasil;4;China;0;PT 3 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo G;8 de junio de 2002;Kashima Stadium, Ibaraki;Italia;1;Croacia;2;PT 0 a 0.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo C;9 de junio de 2002;Inchon Munhak Stadium, Inchon;Costa Rica;1;Turqu°a;1;PT 0 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo G;9 de junio de 2002;Miyagi Stadium, Miyagi;MÇxico;2;Ecuador;1;PT 1 a 1.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo H;9 de junio de 2002;Estadio Internacional, Yokohama;Jap¢n;1;Rusia;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo D;10 de junio de 2002;Taegu WC Stadium, Taegu;Corea del Sur;1;Estados Unidos;1;PT 0 a 1.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo D;10 de junio de 2002;Jeonju WC Stadium, Jeonju;Portugal;4;Polonia;0;PT 1 a 0.;Local
