Torneo,Fase y Grupo,Fecha,Estadio/Ciudad,Local,Goles L,Visita,Goles V,Observaciones,Resultado
"Brasil, 2014","Primera, Grupo D",24 de junio de 2014,Estadio das Dunas / Natal,Italia,0,Uruguay,1,PT 0 a 0,Visita
"Brasil, 2014","Primera, Grupo D",24 de junio de 2014,Mineirao / Belo Horizonte,Costa Rica,0,Inglaterra,0,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo C",24 de junio de 2014,Arena Pantanal / Cuiabá,Japón,1,Colombia,4,PT 1 a 1,Visita
"Brasil, 2014","Primera, Grupo C",24 de junio de 2014,Arena Fonte Nova / Fortaleza,Grecia,2,Costa de Marfil,1,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo F",25 de junio de 2014,Beira-Rio / Porto Alegre,Nigeria,2,Argentina,3,PT 1 a 2,Visita
"Brasil, 2014","Primera, Grupo F",25 de junio de 2014,Arena Fonte Nova / Salvador,Bosnia-Herzegovina,3,Irán,1,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo E",25 de junio de 2014,Arena Amazônia / Manaos,Honduras,0,Suiza,3,PT 0 a 2,Visita
"Brasil, 2014","Primera, Grupo E",25 de junio de 2014,Maracaná / Río de Janeiro,Ecuador,0,Francia,0,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo G",26 de junio de 2014,Arena Pernambuco / Recife,Estados Unidos,0,Alemania,1,PT 0 a 0,Visita
"Brasil, 2014","Primera, Grupo G",26 de junio de 2014,Nacional / Brasilia,Portugal,2,Ghana,1,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo H",26 de junio de 2014,Arena / San Pablo,Corea del Sur,0,Bélgica,1,PT 0 a 0,Visita
"Brasil, 2014","Primera, Grupo H",26 de junio de 2014,Arena da Baixada / Curitiba,Argelia,1,Rusia,1,PT 0 a 1,Empate
"Brasil, 2014","Octavos de Final, partido 1",28 de junio de 2014,Mineirao / Belo Horizonte,Brasil,4,Chile,3,PT 1 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 2).,Local
"Brasil, 2014","Octavos de Final, partido 2",28 de junio de 2014,Maracaná / Río de Janeiro,Colombia,2,Uruguay,0,PT 1 a 0.,Local
"Brasil, 2014","Octavos de Final, partido 3",29 de junio de 2014,Arena Fonte Nova / Fortaleza,Países Bajos,2,México,1,PT 0 a 0,Local
"Brasil, 2014","Octavos de Final, partido 4",29 de junio de 2014,Arena Pernambuco / Recife,Costa Rica,6,Grecia,4,PT 0 a 0. ST 1 a 1. Suplementario 1 a 1. Penales (5 a 3),Local
"Brasil, 2014","Octavos de Final, partido 5",30 de junio de 2014,Nacional / Brasilia,Francia,2,Nigeria,0,PT 0 a 0.,Local
"Brasil, 2014","Octavos de Final, partido 6",30 de junio de 2014,Beira-Rio / Porto Alegre,Alemania,2,Argelia,1,PT 0 a 0. ST 0 a 0. Suplementario 2 a 1.,Local
"Brasil, 2014","Octavos de Final, partido 7",1 de julio de 2014,Arena / San Pablo,Argentina,1,Suiza,0,PT 0 a 0. ST 0 a 0. Suplementario 1 a 0.,Local
"Brasil, 2014","Octavos de Final, partido 8",1 de julio de 2014,Arena Fonte Nova / Salvador,Bélgica,2,Estados Unidos,1,PT 0 a 0. ST 0 a 0. Suplementario 2 a 1.,Local
"Brasil, 2014","Cuartos de Final, partido 1",4 de julio de 2014,Maracaná / Río de Janeiro,Francia,0,Alemania,1,PT 1 a 0.,Visita
"Brasil, 2014","Cuartos de Final, partido 2",4 de julio de 2014,Arena Fonte Nova / Fortaleza,Brasil,2,Colombia,1,PT 1 a 0.,Local
"Brasil, 2014","Cuartos de Final, partido 3",5 de julio de 2014,Nacional / Brasilia,Argentina,1,Bélgica,0,PT 1 a 0.,Local
"Brasil, 2014","Cuartos de Final, partido 4",5 de julio de 2014,Arena Fonte Nova / Salvador,Países Bajos,4,Costa Rica,3,PT 0 a 0. ST 0 a 0. Suplementario 0 a 0. Penales (4 a 3),Local
"Brasil, 2014",Semifinal 1,8 de julio de 2014,Mineirao / Belo Horizonte,Brasil,1,Alemania,7,PT 5 a 0.,Visita
"Brasil, 2014",Semifinal 2,9 de julio de 2014,Arena / San Pablo,Países Bajos,2,Argentina,4,PT 0 a 0. ST 0 a 0. Suplementario 0 a 0. Penales (2 a 4),Visita
"Brasil, 2014",Tercer y Cuarto Puesto,12 de julio de 2014,Nacional / Brasilia,Brasil,0,Países Bajos,3,PT 0 a 2.,Visita
"Brasil, 2014",Final,13 de julio de 2014,Maracaná / Río de Janeiro,Alemania,1,Argentina,0,PT 0 a 0. ST 0 a 0. Suplementario 1 a 0.,Local
"Rusia, 2018","Primera, Grupo A",14 de junio de 2018,Estado Olímpico Luzhniki /Moscú,Rusia,5,Arabia Saudita,0,PT 2 a 0,Local
"Rusia, 2018","Primera, Grupo A",15 de junio de 2018,Estadio Central / Ekaterimburgo,Uruguay,1,Egipto,0,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo B",15 de junio de 2018,Estadio Krestovski / San Petersburgo,Marruecos,0,Irán,5,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo B",15 de junio de 2018,Estadio Olímpico /Sochi,Portugal,3,España,3,PT 2 a 1,Empate
"Rusia, 2018","Primera, Grupo C",16 de junio de 2018,Kazán Arena / Kazán,Francia,2,Australia,1,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo D",16 de junio de 2018,Otkrytie Arena / Moscú,Argentina,1,Islandia,1,PT 1 a 1,Empate
"Rusia, 2018","Primera, Grupo C",16 de junio de 2018,Mordovia Arena / Saransk,Perú,0,Dinamarca,1,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo D",16 de junio de 2018,Estadio de Kaliningrado / Kaliningrado,Croacia,2,Nigeria,0,PT 1 a 0,Local
"Rusia, 2018","Primera, Grupo E",17 de junio de 2018,Cosmos Arena / Samara,Costa Rica,0,Serbia,1,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo F",17 de junio de 2018,Estadio Olímpico Luzhniki / Moscú,Alemania,0,México,1,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo E",17 de junio de 2018,Rostov Arena / Rostov del Don,Brasil,1,Suiza,1,PT 1 a 0,Empate
"Rusia, 2018","Primera, Grupo F",17 de junio de 2018,Estadio de Nizhni Novgorod / Nizhni Novgorod,Suecia,1,Corea del Sur,0,PT 0 a 1,Local
"Rusia, 2018","Primera, Grupo G",18 de junio de 2018,Estadio Olímpico / Sochi,Bélgica,3,Panamá,0,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo G",18 de junio de 2018,Volgogrado Arena / Volgogrado,Túnez,1,Inglaterra,2,PT 1 a 1,Visita
"Rusia, 2018","Primera, Grupo H",19 de junio de 2018,Mordovia Arena / Saransk,Colombia,1,Japón,2,PT 1 a 1,Visita
"Rusia, 2018","Primera, Grupo H",19 de junio de 2018,Otkrytie Arena / Moscú,Polonia,1,Senegal,2,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo A",19 de junio de 2018,Estadio Krestovski / San Petersburgo,Rusia,3,Egipto,1,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo B",20 de junio de 2018,Estadio Olímpico Luzhniki / Moscú,Portugal,1,Marruecos,0,PT 1 a 0,Local
"Rusia, 2018","Primera, Grupo A",20 de junio de 2018,Rostov Arena / Rostov del Don,Uruguay,1,Arabia Saudita,0,PT 1 a 0,Local
"Rusia, 2018","Primera, Grupo B",20 de junio de 2018,Kazán Arena / Kazán,Irán,0,España,1,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo C",21 de junio de 2018,Cosmos Arena / Samara,Dinamarca,1,Australia,1,PT 1 a 1,Empate
"Rusia, 2018","Primera, Grupo C",21 de junio de 2018,Estadio Central / Ekaterimburgo,Francia,1,Perú,0,PT 1 a 0,Local
"Rusia, 2018","Primera, Grupo D",21 de junio de 2018,Estadio de Nizhni Novgorod / Nizhni Novgorod,Argentina,0,Croacia,3,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo E",22 de junio de 2018,Estadio Krestovski / San Petersburgo,Brasil,2,Costa Rica,0,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo D",22 de junio de 2018,Volgogrado Arena / Volgogrado,Nigeria,2,Islandia,0,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo E",22 de junio de 2018,Estadio de Kaliningrado / Kaliningrado,Serbia,1,Suiza,2,PT 1 a 0,Visita
"Rusia, 2018","Primera, Grupo G",23 de junio de 2018,Otkrytie Arena / Moscú,Bélgica,5,Túnez,2,PT 2 a 1,Local
"Rusia, 2018","Primera, Grupo F",23 de junio de 2018,Rostov Arena / Rostov del Don,Corea del Sur,1,México,2,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo F",23 de junio de 2018,Estadio Olímpico / Sochi,Alemania,2,Suecia,1,PT 0 a 1,Local
"Rusia, 2018","Primera, Grupo G",24 de junio de 2018,Estadio de Nizhni Novgorod / Nizhni Novgorod,Inglaterra,6,Panamá,1,PT 5 a 0,Local
"Rusia, 2018","Primera, Grupo H",24 de junio de 2018,Estadio Central / Ekaterimburgo,Japón,2,Senegal,2,PT 1 a 1,Empate
"Rusia, 2018","Primera, Grupo H",24 de junio de 2018,Kazán Arena / Kazán,Polonia,0,Colombia,3,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo A",25 de junio de 2018,Cosmos Arena / Samara,Uruguay,3,Rusia,0,PT 2 a 0,Local
"Rusia, 2018","Primera, Grupo A",25 de junio de 2018,Volgogrado Arena / Volgogrado,Arabia Saudita,2,Egipto,1,PT 1 a 1,Local
"Rusia, 2018","Primera, Grupo B",25 de junio de 2018,Mordovia Arena / Saransk,Irán,1,Portugal,1,PT 0 a 1,Empate
"Rusia, 2018","Primera, Grupo B",25 de junio de 2018,Estadio de Kaliningrado / Kaliningrado,España,2,Marruecos,2,PT 1 a 1,Empate
"Rusia, 2018","Primera, Grupo C",26 de junio de 2018,Estadio Olímpico Luzhniki / Moscú,Dinamarca,0,Francia,0,PT 0 a 0,Empate
"Rusia, 2018","Primera, Grupo C",26 de junio de 2018,Estadio Olímpico / Sochi,Australia,0,Perú,2,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo D",26 de junio de 2018,Estadio Krestovski / San Petersburgo,Nigeria,1,Argentina,2,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo D",26 de junio de 2018,Rostov Arena / Rostov del Don,Islandia,1,Croacia,2,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo F",27 de junio de 2018,Kazán Arena / Kazán,Corea del Sur,2,Alemania,0,PT 0 a 0,Local
"Rusia, 2018","Primera, Grupo F",27 de junio de 2018,Estadio Central / Ekaterimburgo,México,0,Suecia,3,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo E",27 de junio de 2018,Otkrytie Arena / Moscú,Serbia,0,Brasil,2,PT 0 a 1,Visita
"Rusia, 2018","Primera, Grupo E",27 de junio de 2018,Estadio de Nizhni Novgorod / Nizhni Novgorod,Suiza,2,Costa Rica,2,PT 1 a 0,Empate
"Rusia, 2018","Primera, Grupo H",28 de junio de 2018,Volgogrado Arena / Volgogrado,Japón,0,Polonia,1,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo H",28 de junio de 2018,Cosmos Arena / Samara,Senegal,0,Colombia,1,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo G",28 de junio de 2018,Estadio de Kaliningrado / Kaliningrado,Inglaterra,0,Bélgica,1,PT 0 a 0,Visita
"Rusia, 2018","Primera, Grupo G",28 de junio de 2018,Mordovia Arena / Saransk,Panamá,1,Túnez,2,PT 1 a 0,Visita
"Rusia, 2018","Octavos de Final, partido 1",30 de junio de 2018,Kazán Arena / Kazán,Uruguay,2,Portugal,1,PT 1 a 0,Local
"Rusia, 2018","Octavos de Final, partido 2",30 de junio de 2018,Estadio Olímpico / Sochi,Francia,4,Argentina,3,PT 1 a 2,Local
"Rusia, 2018","Octavos de Final, partido 3",1 de julio de 2018,Estadio Olímpico Luzhniki / Moscú,España,4,Rusia,5,PT 1 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 4),Visita
"Rusia, 2018","Octavos de Final, partido 4",1 de julio de 2018,Estadio de Nizhni Novgorod / Nizhni Novgorod,Croacia,4,Dinamarca,3,PT 1 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 2),Local
"Rusia, 2018","Octavos de Final, partido 5",2 de julio de 2018,Cosmos Arena / Samara,Brasil,2,México,0,PT 0 a 0.,Local
"Rusia, 2018","Octavos de Final, partido 6",2 de julio de 2018,Rostov Arena / Rostov del Don,Bélgica,3,Japón,2,PT 0 a 0,Local
"Rusia, 2018","Octavos de Final, partido 7",3 de julio de 2018,Estadio Krestovski / San Petersburgo,Suecia,1,Suiza,0,PT 0 a 0,Local
"Rusia, 2018","Octavos de Final, partido 8",3 de julio de 2018,Otkrytie Arena / Moscú,Colombia,4,Inglaterra,5,PT 0 a 0. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 4),Visita
"Rusia, 2018","Cuartos de Final, partido 1",6 de julio de 2018,Estadio de Nizhni Novgorod / Nizhni Novgorod,Uruguay,0,Francia,2,PT 0 a 1,Visita
"Rusia, 2018","Cuartos de Final, partido 2",6 de julio de 2018,Kazán Arena / Kazán,Brasil,1,Bélgica,2,PT 0 a 2,Visita
"Rusia, 2018","Cuartos de Final, partido 3",7 de julio de 2018,Cosmos Arena / Samara,Suecia,0,Inglaterra,2,PT 0 a 1,Visita
"Rusia, 2018","Cuartos de Final, partido 4",7 de julio de 2018,Estadio Olímpico / Sochi,Rusia,5,Croacia,6,PT 1 a 1. ST 1 a 1. Suplementario 2 a 2. Penales (3 a 4),Visita
"Rusia, 2018",Semifinal 1,10 de julio de 2018,Estadio Krestovski / San Petersburgo,Francia,1,Bélgica,0,PT 0 a 0,Local
"Rusia, 2018",Semifinal 2,10 de julio de 2018,Estadio Olímpico Luzhniki / Moscú,Croacia,2,Inglaterra,1,PT 0 a 1. ST 1 a 1. Suplementario 2 a 1.,Local
"Rusia, 2018",Tercer y Cuarto Puesto,14 de julio de 2018,Estadio Krestovski / San Petersburgo,Bélgica,2,Inglaterra,0,PT 1 a 0,Local
"Rusia, 2018",Final,15 de julio de 2018,Estadio Olímpico Luzhniki / Moscú,Francia,4,Croacia,2,PT 2 a 1,Local
"Qatar, 2022","Primera, Grupo A",20 de Noviembre de 2022,Estadio Al Bayt / Jor,Qatar,0,Ecuador,2,PT 0 a 2,Visita
"Qatar, 2022","Primera, Grupo A",21 de Noviembre de 2022,Estadio Al Thumama / Doha,Senegal,0,Países Bajos,2,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo B",21 de Noviembre de 2022,Estadio Internacional Al Khalifa / Rayán,Inglaterra,6,Irán,2,PT 3 a 0,Local
"Qatar, 2022","Primera, Grupo B",21 de Noviembre de 2022,Estadio Ahmed bin Ali / Rayán,Estados Unidos,1,Gales,1,PT 1 a 0,Empate
"Qatar, 2022","Primera, Grupo C",22 de Noviembre de 2022,Estadio Al Daayen / Lusail,Argentina,1,Arabia Saudita,2,PT 1 a 0,Visita
"Qatar, 2022","Primera, Grupo D",22 de Noviembre de 2022,Estadio Education City / Doha,Dinamarca,0,Túnez,0,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo C",22 de Noviembre de 2022,Estadio 974 / Doha,México,0,Polonia,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo D",22 de Noviembre de 2022,Estadio Al Janoub / Al Wakrah,Francia,4,Australia,1,PT 2 a 1,Local
"Qatar, 2022","Primera, Grupo F",23 de Noviembre de 2022,Estadio Al Bayt / Jor,Marruecos,0,Croacia,0,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo E",23 de Noviembre de 2022,Estadio Internacional Al Khalifa / Rayán,Alemania,1,Japón,2,PT 1 a 0,Visita
"Qatar, 2022","Primera, Grupo E",23 de Noviembre de 2022,Estadio Al Thumama / Doha,España,7,Costa Rica,0,PT 3 a 0,Local
"Qatar, 2022","Primera, Grupo F",23 de Noviembre de 2022,Estadio Ahmed bin Ali / Rayán,Bélgica,1,Canadá,0,PT 1 a 0,Local
"Qatar, 2022","Primera, Grupo G",24 de Noviembre de 2022,Estadio Al Janoub / Al Wakrah,Suiza,1,Camerún,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo H",24 de Noviembre de 2022,Estadio Education City / Doha,Uruguay,0,Corea del Sur,0,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo H",24 de Noviembre de 2022,Estadio 974 / Doha,Portugal,3,Ghana,2,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo G",24 de Noviembre de 2022,Estadio Al Daayen / Lusail,Brasil,2,Serbia,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo B",25 de Noviembre de 2022,Estadio Ahmed bin Ali / Rayán,Gales,0,Irán,2,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo A",25 de Noviembre de 2022,Estadio Al Thumama / Doha,Qatar,1,Senegal,3,PT 0 a 1,Visita
"Qatar, 2022","Primera, Grupo A",25 de Noviembre de 2022,Estadio Internacional Al Khalifa / Rayán,Países Bajos,1,Ecuador,1,PT 1 a 0,Empate
"Qatar, 2022","Primera, Grupo B",25 de Noviembre de 2022,Estadio Al Bayt / Jor,Inglaterra,0,Estados Unidos,0,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo D",26 de Noviembre de 2022,Estadio Al Janoub / Al Wakrah,Túnez,0,Australia,1,PT 0 a 1,Visita
"Qatar, 2022","Primera, Grupo C",26 de Noviembre de 2022,Estadio Education City / Doha,Polonia,2,Arabia Saudita,0,PT 1 a 0,Local
"Qatar, 2022","Primera, Grupo D",26 de Noviembre de 2022,Estadio 974 / Doha,Francia,2,Dinamarca,1,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo C",26 de Noviembre de 2022,Estadio Al Daayen / Lusail,Argentina,2,México,2,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo E",27 de Noviembre de 2022,Estadio Ahmed bin Ali / Rayán,Japón,0,Costa Rica,1,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo F",27 de Noviembre de 2022,Estadio Al Thumama / Doha,Bélgica,0,Marruecos,2,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo F",27 de Noviembre de 2022,Estadio Internacional Al Khalifa / Rayán,Croacia,4,Canadá,1,PT 2 a 1,Local
"Qatar, 2022","Primera, Grupo E",27 de Noviembre de 2022,Estadio Al Bayt / Jor,España,1,Alemania,1,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo G",28 de Noviembre de 2022,Estadio Al Janoub / Al Wakrah,Camerún,3,Serbia,3,PT 1 a 2,Empate
"Qatar, 2022","Primera, Grupo H",28 de Noviembre de 2022,Estadio Education City / Doha,Corea del Sur,2,Ghana,3,PT 0 a 2,Visita
"Qatar, 2022","Primera, Grupo G",28 de Noviembre de 2022,Estadio 974 / Doha,Brasil,1,Suiza,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo H",28 de Noviembre de 2022,Estadio Al Daayen / Lusail,Portugal,2,Uruguay,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo A",29 de Noviembre de 2022,Estadio Internacional Al Khalifa / Rayán,Ecuador,1,Senegal,2,PT 0 a 1,Visita
"Qatar, 2022","Primera, Grupo A",29 de Noviembre de 2022,Estadio Al Bayt / Jor,Países Bajos,2,Qatar,0,PT 1 a 0,Local
"Qatar, 2022","Primera, Grupo B",29 de Noviembre de 2022,Estadio Ahmed bin Ali / Rayán,Gales,0,Inglaterra,3,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo B",29 de Noviembre de 2022,Estadio Al Thumama / Doha,Irán,0,Estados Unidos,1,PT 0 a 1,Visita
"Qatar, 2022","Primera, Grupo D",30 de Noviembre de 2022,Estadio Al Janoub / Al Wakrah,Australia,1,Dinamarca,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo D",30 de Noviembre de 2022,Estadio Education City / Doha,Túnez,1,Francia,0,PT 0 a 0,Local
"Qatar, 2022","Primera, Grupo C",30 de Noviembre de 2022,Estadio 974 / Doha,Polonia,0,Argentina,2,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo C",30 de Noviembre de 2022,Estadio Al Daayen / Lusail,Arabia Saudita,1,México,2,PT 0 a 0,Visita
"Qatar, 2022","Primera, Grupo F",1 de Diciembre de 2022,Estadio Al Thumama / Doha,Canadá,1,Marruecos,2,PT 1 a 2,Visita
"Qatar, 2022","Primera, Grupo F",1 de Diciembre de 2022,Estadio Ahmed bin Ali / Rayán,Croacia,0,Bélgica,0,PT 0 a 0,Empate
"Qatar, 2022","Primera, Grupo E",1 de Diciembre de 2022,Estadio Al Bayt / Jor,Costa Rica,2,Alemania,4,PT 0 a 1,Visita
"Qatar, 2022","Primera, Grupo E",1 de Diciembre de 2022,Estadio Internacional Al Khalifa / Rayán,Japón,2,España,1,PT 0 a 1,Local
"Qatar, 2022","Primera, Grupo H",2 de Diciembre de 2022,Estadio Al Janoub / Al Wakrah,Ghana,0,Uruguay,2,PT 0 a 2,Visita
"Qatar, 2022","Primera, Grupo H",2 de Diciembre de 2022,Estadio Education City / Doha,Corea del Sur,2,Portugal,1,PT 1 a 1,Local
"Qatar, 2022","Primera, Grupo G",2 de Diciembre de 2022,Estadio 974 / Doha,Serbia,2,Suiza,3,PT 2 a 2,Visita
"Qatar, 2022","Primera, Grupo G",2 de Diciembre de 2022,Estadio Al Daayen / Lusail,Camerún,1,Brasil,0,PT 0 a 0,Local
"Qatar, 2022","Octavos de Final, partido 1",3 de Diciembre de 2022,Estadio Internacional Al Khalifa / Rayán,Países Bajos,3,Estados Unidos,1,PT 2 a 0,Local
"Qatar, 2022","Octavos de Final, partido 2",3 de Diciembre de 2022,Estadio Ahmed bin Ali / Rayán,Argentina,2,Australia,1,PT 1 a 0,Local
"Qatar, 2022","Octavos de Final, partido 3",4 de Diciembre de 2022,Estadio Al Thumama / Doha,Francia,3,Polonia,1,PT 1 a 0,Local
"Qatar, 2022","Octavos de Final, partido 4",4 de Diciembre de 2022,Estadio Al Bayt / Jor,Inglaterra,3,Senegal,0,PT 2 a 0,Local
"Qatar, 2022","Octavos de Final, partido 5",5 de Diciembre de 2022,Estadio Al Janoub / Al Wakrah,Japón,2,Croacia,4,PT 1 a 0. ST 1 a 1. Suplementario 1 a 1. Penales (1 a 3),Visita
"Qatar, 2022","Octavos de Final, partido 6",5 de Diciembre de 2022,Estadio 974 / Doha,Brasil,4,Corea del Sur,1,PT 4 a 0.,Local
"Qatar, 2022","Octavos de Final, partido 7",6 de Diciembre de 2022,Estadio Education City / Doha,Marruecos,0,España,0,PT 0 a 0. ST 0 a 0. Suplementario 0 a 0. Penales (3 a 1),Empate
"Qatar, 2022","Octavos de Final, partido 8",6 de Diciembre de 2022,Estadio Al Daayen / Lusail,Portugal,6,Suiza,1,PT 2 a 0.,Local
"Qatar, 2022","Cuartos de Final, partido 1",9 de Diciembre de 2022,Estadio Education City / Doha,Croacia,5,Brasil,3,PT 0 a 0. ST 0 a 0. Suplementario 1 a 1. Penales (4 a 2),Local
"Qatar, 2022","Cuartos de Final, partido 2",9 de Diciembre de 2022,Estadio Al Daayen / Lusail,Países Bajos,5,Argentina,6,PT 0 a 1. ST 2 a 2. Suplementario 2 a 2. Penales (3 a 4),Visita
"Qatar, 2022","Cuartos de Final, partido 3",10 de Diciembre de 2022,Estadio Al Thumama / Doha,Marruecos,1,Portugal,0,PT 1 a 0.,Local
"Qatar, 2022","Cuartos de Final, partido 4",10 de Diciembre de 2022,Estadio Al Bayt / Jor,Francia,2,Inglaterra,1,PT 1 a 0.,Local
"Qatar, 2022",Semifinal 1,13 de Diciembre de 2022,Estadio Al Daayen / Lusail,Argentina,3,Croacia,0,PT 2 a 0,Local
"Qatar, 2022",Semifinal 2,13 de Diciembre de 2022,Estadio Al Bayt / Jor,Francia,2,Marruecos,0,PT 1 a 0,Local
"Qatar, 2022",Tercer y Cuarto Puesto,17 de Diciembre de 2022,Estadio Internacional Al Khalifa / Rayán,Croacia,2,Marruecos,1,PT 2 a 1,Local
"Qatar, 2022",Final,18 de Diciembre de 2022,Estadio Al Daayen / Lusail,Argentina,7,Francia,5,PT 2 a 0. ST 2 a 2. Suplementario 3 a 3. Penales (4 a 2),Local
